<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2018.02.14;18:00:00;124.028;124.160;123.917;123.945;15016;0;1
2018.02.14;19:00:00;123.944;124.204;123.847;124.177;9692;0;1
2018.02.14;20:00:00;124.177;124.420;124.163;124.243;9140;0;1
2018.02.14;21:00:00;124.242;124.418;124.225;124.367;7705;0;1
2018.02.14;22:00:00;124.368;124.644;124.340;124.640;7996;0;1
2018.02.14;23:00:00;124.638;124.651;124.474;124.494;2944;0;1
2018.02.15;0:00:00;124.491;124.611;124.485;124.539;3827;0;1
2018.02.15;1:00:00;124.531;124.698;124.500;124.681;2939;0;1
2018.02.15;2:00:00;124.681;124.697;124.480;124.535;6157;0;1
2018.02.15;3:00:00;124.534;124.732;124.524;124.605;6376;0;1
2018.02.15;4:00:00;124.606;124.681;124.547;124.580;4125;0;1
2018.02.15;5:00:00;124.580;124.608;124.521;124.593;2700;0;1
2018.02.15;6:00:00;124.593;124.674;124.553;124.565;3648;0;1
2018.02.15;7:00:00;124.566;124.677;124.548;124.657;2414;0;1
2018.02.15;8:00:00;124.657;124.738;124.605;124.677;4873;0;1
2018.02.15;9:00:00;124.679;125.102;124.667;125.003;15752;0;1
2018.02.15;10:00:00;125.003;125.041;124.843;124.915;12298;0;1
2018.02.15;11:00:00;124.914;125.002;124.835;124.872;7221;0;1
2018.02.15;12:00:00;124.871;124.902;124.759;124.809;6154;0;1
2018.02.15;13:00:00;124.809;124.873;124.649;124.717;7515;0;1
2018.02.15;14:00:00;124.717;124.870;124.611;124.760;7847;0;1
2018.02.15;15:00:00;124.762;124.949;124.620;124.738;12889;0;1
2018.02.15;16:00:00;124.738;124.985;124.682;124.983;10398;0;1
2018.02.15;17:00:00;124.983;125.057;124.742;124.772;14594;0;1
2018.02.15;18:00:00;124.773;124.926;124.717;124.824;8480;0;1
2018.02.15;19:00:00;124.823;124.846;124.571;124.714;8251;0;1
2018.02.15;20:00:00;124.715;124.963;124.704;124.932;5628;0;1
2018.02.15;21:00:00;124.932;125.079;124.913;125.078;5185;0;1
2018.02.15;22:00:00;125.077;125.088;125.025;125.046;3937;0;1
2018.02.15;23:00:00;125.030;125.089;124.955;125.062;2465;0;1
2018.02.16;0:00:00;125.062;125.062;124.987;125.005;4562;0;1
2018.02.16;1:00:00;125.007;125.071;124.965;125.027;1574;0;1
2018.02.16;2:00:00;125.027;125.078;124.972;125.049;2836;0;1
2018.02.16;3:00:00;125.049;125.149;125.039;125.138;2583;0;1
2018.02.16;4:00:00;125.138;125.454;125.071;125.392;7875;0;1
2018.02.16;5:00:00;125.393;125.412;125.268;125.393;3592;0;1
2018.02.16;6:00:00;125.392;125.554;125.344;125.483;8377;0;1
2018.02.16;7:00:00;125.486;125.546;125.433;125.490;3769;0;1
2018.02.16;8:00:00;125.489;125.489;125.353;125.382;4519;0;1
2018.02.16;9:00:00;125.381;125.449;125.263;125.293;8976;0;1
2018.02.16;10:00:00;125.292;125.386;125.233;125.341;11290;0;1
2018.02.16;11:00:00;125.341;125.417;125.264;125.274;8077;0;1
2018.02.16;12:00:00;125.275;125.290;124.849;124.876;10664;0;1
2018.02.16;13:00:00;124.877;124.890;124.742;124.824;8042;0;1
2018.02.16;14:00:00;124.824;124.842;124.600;124.737;10049;0;1
2018.02.16;15:00:00;124.738;124.744;124.498;124.525;13371;0;1
2018.02.16;16:00:00;124.526;124.533;124.290;124.437;14685;0;1
2018.02.16;17:00:00;124.437;124.600;124.329;124.477;12480;0;1
2018.02.16;18:00:00;124.478;124.597;124.405;124.405;9489;0;1
2018.02.16;19:00:00;124.405;124.459;124.314;124.406;5672;0;1
2018.02.16;20:00:00;124.405;124.426;124.101;124.116;6035;0;1
2018.02.16;21:00:00;124.117;124.193;123.934;124.160;7934;0;1
2018.02.16;22:00:00;124.159;124.161;124.041;124.057;3806;0;1
2018.02.16;23:00:00;124.060;124.120;124.040;124.105;1651;0;1
2018.02.19;0:00:00;124.008;124.163;123.977;124.151;2220;0;1
2018.02.19;1:00:00;124.150;124.205;124.107;124.117;2051;0;1
2018.02.19;2:00:00;124.119;124.289;124.108;124.227;4333;0;1
2018.02.19;3:00:00;124.225;124.352;124.221;124.341;3350;0;1
2018.02.19;4:00:00;124.338;124.338;124.242;124.244;2443;0;1
2018.02.19;5:00:00;124.243;124.268;124.188;124.209;2222;0;1
2018.02.19;6:00:00;124.211;124.238;124.116;124.156;2935;0;1
2018.02.19;7:00:00;124.155;124.188;124.042;124.093;3692;0;1
2018.02.19;8:00:00;124.091;124.179;124.047;124.165;5623;0;1
2018.02.19;9:00:00;124.166;124.210;123.875;124.122;11607;0;1
2018.02.19;10:00:00;124.122;124.198;123.944;123.973;8917;0;1
2018.02.19;11:00:00;123.971;124.167;123.971;124.107;6338;0;1
2018.02.19;12:00:00;124.106;124.258;124.092;124.251;5647;0;1
2018.02.19;13:00:00;124.252;124.270;124.107;124.238;5118;0;1
2018.02.19;14:00:00;124.237;124.262;124.013;124.069;5190;0;1
2018.02.19;15:00:00;124.073;124.108;123.703;123.727;10169;0;1
2018.02.19;16:00:00;123.727;123.806;123.691;123.747;5928;0;1
2018.02.19;17:00:00;123.747;123.988;123.738;123.969;7800;0;1
2018.02.19;18:00:00;123.968;124.088;123.913;124.077;4990;0;1
2018.02.19;19:00:00;124.076;124.155;124.017;124.129;2282;0;1
2018.02.19;20:00:00;124.128;124.138;124.053;124.083;5620;0;1
2018.02.19;21:00:00;124.083;124.120;124.060;124.076;3937;0;1
2018.02.19;22:00:00;124.077;124.091;124.042;124.063;2667;0;1
2018.02.19;23:00:00;124.059;124.079;124.052;124.070;2942;0;1
2018.02.20;0:00:00;124.068;124.107;124.039;124.062;2935;0;1
2018.02.20;1:00:00;124.063;124.123;123.943;124.002;1907;0;1
2018.02.20;2:00:00;124.002;124.106;123.962;124.062;3718;0;1
2018.02.20;3:00:00;124.062;124.064;123.851;123.943;6057;0;1
2018.02.20;4:00:00;123.944;123.979;123.825;123.852;3279;0;1
2018.02.20;5:00:00;123.852;123.880;123.793;123.857;2021;0;1
2018.02.20;6:00:00;123.857;123.934;123.822;123.875;3551;0;1
2018.02.20;7:00:00;123.877;123.967;123.800;123.851;3013;0;1
2018.02.20;8:00:00;123.849;123.864;123.747;123.779;4924;0;1
2018.02.20;9:00:00;123.779;123.918;123.564;123.604;13377;0;1
2018.02.20;10:00:00;123.603;123.729;123.455;123.590;11609;0;1
2018.02.20;11:00:00;123.589;123.642;123.430;123.436;9058;0;1
2018.02.20;12:00:00;123.437;123.505;123.340;123.399;8749;0;1
2018.02.20;13:00:00;123.399;123.525;123.330;123.483;6867;0;1
2018.02.20;14:00:00;123.484;123.557;123.378;123.463;7646;0;1
2018.02.20;15:00:00;123.464;123.470;123.196;123.254;11444;0;1
2018.02.20;16:00:00;123.253;123.617;123.227;123.458;11910;0;1
2018.02.20;17:00:00;123.457;123.543;123.383;123.407;9456;0;1
2018.02.20;18:00:00;123.407;123.509;123.256;123.482;9219;0;1
2018.02.20;19:00:00;123.483;123.577;123.406;123.443;6259;0;1
2018.02.20;20:00:00;123.444;123.458;123.300;123.403;4525;0;1
2018.02.20;21:00:00;123.405;123.437;123.331;123.350;4080;0;1
2018.02.20;22:00:00;123.349;123.401;123.322;123.360;3286;0;1
2018.02.20;23:00:00;123.358;123.380;123.351;123.367;1192;0;1
2018.02.21;0:00:00;123.367;123.409;123.342;123.347;2244;0;1
2018.02.21;1:00:00;123.341;123.371;123.286;123.355;1110;0;1
2018.02.21;2:00:00;123.354;123.447;123.313;123.350;4262;0;1
2018.02.21;3:00:00;123.351;123.400;123.288;123.371;3842;0;1
2018.02.21;4:00:00;123.374;123.443;123.336;123.341;3842;0;1
2018.02.21;5:00:00;123.341;123.367;123.238;123.302;3382;0;1
2018.02.21;6:00:00;123.302;123.345;123.175;123.218;4333;0;1
2018.02.21;7:00:00;123.218;123.266;123.169;123.227;3456;0;1
2018.02.21;8:00:00;123.227;123.360;123.220;123.359;4079;0;1
2018.02.21;9:00:00;123.359;123.397;123.101;123.159;9094;0;1
2018.02.21;10:00:00;123.158;123.255;123.075;123.170;10713;0;1
2018.02.21;11:00:00;123.171;123.359;123.091;123.336;8232;0;1
2018.02.21;12:00:00;123.336;123.337;123.144;123.267;6926;0;1
2018.02.21;13:00:00;123.267;123.292;123.144;123.159;6111;0;1
2018.02.21;14:00:00;123.158;123.230;123.000;123.054;13919;0;1
2018.02.21;15:00:00;123.056;123.204;123.000;123.204;13083;0;1
2018.02.21;16:00:00;123.203;123.356;123.181;123.235;17439;0;1
2018.02.21;17:00:00;123.237;123.350;123.144;123.197;15053;0;1
2018.02.21;18:00:00;123.196;123.245;123.036;123.146;11017;0;1
2018.02.21;19:00:00;123.146;123.273;123.111;123.269;4454;0;1
2018.02.21;20:00:00;123.270;123.278;123.176;123.238;4251;0;1
2018.02.21;21:00:00;123.240;123.598;122.992;123.020;25835;0;1
2018.02.21;22:00:00;123.023;123.023;122.810;122.902;10387;0;1
2018.02.21;23:00:00;122.946;122.991;122.822;122.822;3016;0;1
2018.02.22;0:00:00;122.819;122.855;122.733;122.753;2432;0;1
2018.02.22;1:00:00;122.755;122.846;122.755;122.804;1276;0;1
2018.02.22;2:00:00;122.805;122.810;122.652;122.724;4154;0;1
2018.02.22;3:00:00;122.726;122.846;122.681;122.790;6280;0;1
2018.02.22;4:00:00;122.789;122.836;122.770;122.795;3967;0;1
2018.02.22;5:00:00;122.796;122.804;122.724;122.771;1955;0;1
2018.02.22;6:00:00;122.770;122.788;122.724;122.728;2187;0;1
2018.02.22;7:00:00;122.728;122.806;122.717;122.746;2682;0;1
2018.02.22;8:00:00;122.747;122.800;122.599;122.653;4346;0;1
2018.02.22;9:00:00;122.654;122.792;122.595;122.730;8359;0;1
2018.02.22;10:00:00;122.730;122.882;122.650;122.836;10292;0;1
2018.02.22;11:00:00;122.838;122.955;122.753;122.939;9836;0;1
2018.02.22;12:00:00;122.937;122.987;122.863;122.902;6794;0;1
2018.02.22;13:00:00;122.897;122.944;122.800;122.860;4811;0;1
2018.02.22;14:00:00;122.861;123.080;122.691;122.701;12841;0;1
2018.02.22;15:00:00;122.704;123.150;122.645;123.132;14157;0;1
2018.02.22;16:00:00;123.131;123.368;123.054;123.276;13596;0;1
2018.02.22;17:00:00;123.276;123.521;123.161;123.219;12039;0;1
2018.02.22;18:00:00;123.220;123.319;123.140;123.255;9226;0;1
2018.02.22;19:00:00;123.254;123.445;123.244;123.363;5171;0;1
2018.02.22;20:00:00;123.363;123.391;123.197;123.249;4347;0;1
2018.02.22;21:00:00;123.249;123.363;123.232;123.312;3763;0;1
2018.02.22;22:00:00;123.312;123.344;123.194;123.255;3544;0;1
2018.02.22;23:00:00;123.256;123.315;123.229;123.292;1965;0;1
2018.02.23;0:00:00;123.292;123.322;123.233;123.298;2949;0;1
2018.02.23;1:00:00;123.298;123.369;123.250;123.256;1912;0;1
2018.02.23;2:00:00;123.256;123.316;123.217;123.270;2686;0;1
2018.02.23;3:00:00;123.268;123.291;123.163;123.249;3643;0;1
2018.02.23;4:00:00;123.250;123.262;123.114;123.139;3393;0;1
2018.02.23;5:00:00;123.138;123.160;123.018;123.069;3422;0;1
2018.02.23;6:00:00;123.070;123.099;122.955;123.015;2641;0;1
2018.02.23;7:00:00;123.014;123.055;122.961;123.024;2725;0;1
2018.02.23;8:00:00;123.024;123.079;122.882;122.938;3684;0;1
2018.02.23;9:00:00;122.934;122.971;122.798;122.951;6319;0;1
2018.02.23;10:00:00;122.951;123.210;122.885;123.177;9799;0;1
2018.02.23;11:00:00;123.178;123.206;123.050;123.079;6847;0;1
2018.02.23;12:00:00;123.079;123.175;122.994;123.011;6592;0;1
2018.02.23;13:00:00;123.013;123.076;122.877;123.063;6427;0;1
2018.02.23;14:00:00;123.063;123.127;122.968;122.981;5626;0;1
2018.02.23;15:00:00;122.984;123.059;122.895;122.978;6779;0;1
2018.02.23;16:00:00;122.978;123.065;122.872;123.039;7123;0;1
2018.02.23;17:00:00;123.040;123.183;122.903;122.996;10243;0;1
2018.02.23;18:00:00;122.996;123.040;122.851;122.977;8922;0;1
2018.02.23;19:00:00;122.976;123.078;122.969;123.060;3664;0;1
2018.02.23;20:00:00;123.061;123.062;122.899;122.942;2603;0;1
2018.02.23;21:00:00;122.941;122.973;122.888;122.961;2833;0;1
2018.02.23;22:00:00;122.961;123.052;122.937;122.946;3910;0;1
2018.02.23;23:00:00;122.930;122.985;122.884;122.935;2852;0;1
2018.02.26;0:00:00;122.930;122.938;122.854;122.881;1753;0;1
2018.02.26;1:00:00;122.883;122.950;122.811;122.884;2807;0;1
2018.02.26;2:00:00;122.884;122.932;122.803;122.898;4030;0;1
2018.02.26;3:00:00;122.897;123.048;122.881;122.976;5041;0;1
2018.02.26;4:00:00;122.977;123.189;122.977;123.151;4322;0;1
2018.02.26;5:00:00;123.152;123.174;123.093;123.102;2199;0;1
2018.02.26;6:00:00;123.103;123.143;123.073;123.122;1890;0;1
2018.02.26;7:00:00;123.121;123.280;123.102;123.279;3288;0;1
2018.02.26;8:00:00;123.279;123.345;123.239;123.302;4269;0;1
2018.02.26;9:00:00;123.301;123.345;123.154;123.197;9356;0;1
2018.02.26;10:00:00;123.198;123.347;123.157;123.194;9383;0;1
2018.02.26;11:00:00;123.193;123.497;123.189;123.430;6935;0;1
2018.02.26;12:00:00;123.426;123.550;123.372;123.458;6326;0;1
2018.02.26;13:00:00;123.458;123.485;123.326;123.356;4937;0;1
2018.02.26;14:00:00;123.355;123.374;123.207;123.207;6049;0;1
2018.02.26;15:00:00;123.206;123.268;123.043;123.047;7750;0;1
2018.02.26;16:00:00;123.050;123.148;122.977;123.033;9983;0;1
2018.02.26;17:00:00;123.036;123.068;122.779;122.897;13532;0;1
2018.02.26;18:00:00;122.900;123.174;122.865;122.950;8703;0;1
2018.02.26;19:00:00;122.950;123.086;122.903;123.077;5204;0;1
2018.02.26;20:00:00;123.076;123.119;123.021;123.101;3045;0;1
2018.02.26;21:00:00;123.101;123.139;123.062;123.118;2710;0;1
2018.02.26;22:00:00;123.117;123.154;123.076;123.132;2879;0;1
2018.02.26;23:00:00;123.122;123.198;123.114;123.167;1184;0;1
2018.02.27;0:00:00;123.167;123.176;123.124;123.125;3155;0;1
2018.02.27;1:00:00;123.125;123.159;123.086;123.151;1476;0;1
2018.02.27;2:00:00;123.150;123.368;123.144;123.316;4491;0;1
2018.02.27;3:00:00;123.317;123.367;123.274;123.358;3698;0;1
2018.02.27;4:00:00;123.359;123.426;123.338;123.360;2743;0;1
2018.02.27;5:00:00;123.362;123.372;123.214;123.245;3197;0;1
2018.02.27;6:00:00;123.245;123.279;123.213;123.241;1887;0;1
2018.02.27;7:00:00;123.241;123.303;123.236;123.260;1520;0;1
2018.02.27;8:00:00;123.261;123.334;123.199;123.268;3299;0;1
2018.02.27;9:00:00;123.268;123.447;123.215;123.396;8272;0;1
2018.02.27;10:00:00;123.395;123.464;123.263;123.330;9097;0;1
2018.02.27;11:00:00;123.329;123.388;123.268;123.312;6354;0;1
2018.02.27;12:00:00;123.312;123.376;123.214;123.278;7180;0;1
2018.02.27;13:00:00;123.277;123.308;123.131;123.173;5217;0;1
2018.02.27;14:00:00;123.174;123.211;123.149;123.170;4901;0;1
2018.02.27;15:00:00;123.171;123.181;122.857;122.876;16586;0;1
2018.02.27;16:00:00;122.875;122.988;122.709;122.735;14811;0;1
2018.02.27;17:00:00;122.735;122.786;122.215;122.389;20488;0;1
2018.02.27;18:00:00;122.385;122.466;122.306;122.395;13705;0;1
2018.02.27;19:00:00;122.395;122.507;122.255;122.482;7985;0;1
2018.02.27;20:00:00;122.483;122.548;122.414;122.428;4635;0;1
2018.02.27;21:00:00;122.428;122.451;122.344;122.356;4245;0;1
2018.02.27;22:00:00;122.356;122.401;122.290;122.291;3430;0;1
2018.02.27;23:00:00;122.294;122.333;122.257;122.325;1735;0;1
2018.02.28;0:00:00;122.325;122.353;122.296;122.353;2135;0;1
2018.02.28;1:00:00;122.351;122.384;122.259;122.260;1701;0;1
2018.02.28;2:00:00;122.259;122.372;122.211;122.315;3964;0;1
2018.02.28;3:00:00;122.316;122.377;122.271;122.297;5318;0;1
2018.02.28;4:00:00;122.296;122.337;122.153;122.164;4246;0;1
2018.02.28;5:00:00;122.165;122.291;122.156;122.237;3833;0;1
2018.02.28;6:00:00;122.238;122.262;122.206;122.242;1561;0;1
2018.02.28;7:00:00;122.243;122.280;122.217;122.271;1859;0;1
2018.02.28;8:00:00;122.272;122.384;122.181;122.359;4109;0;1
2018.02.28;9:00:00;122.358;122.416;122.224;122.238;7987;0;1
2018.02.28;10:00:00;122.238;122.242;121.995;122.107;10694;0;1
2018.02.28;11:00:00;122.107;122.231;121.986;122.204;9034;0;1
2018.02.28;12:00:00;122.203;122.298;122.102;122.205;7528;0;1
2018.02.28;13:00:00;122.205;122.255;122.138;122.182;6994;0;1
2018.02.28;14:00:00;122.182;122.257;122.109;122.190;7290;0;1
2018.02.28;15:00:00;122.189;122.225;122.024;122.183;9803;0;1
2018.02.28;16:00:00;122.184;122.282;122.065;122.082;9370;0;1
2018.02.28;17:00:00;122.083;122.149;121.878;121.960;14395;0;1
2018.02.28;18:00:00;121.960;122.211;121.932;122.106;9811;0;1
2018.02.28;19:00:00;122.106;122.222;122.048;122.086;5511;0;1
2018.02.28;20:00:00;122.086;122.110;122.005;122.107;3693;0;1
2018.02.28;21:00:00;122.107;122.145;122.002;122.033;3747;0;1
2018.02.28;22:00:00;122.037;122.044;121.950;122.002;4638;0;1
2018.02.28;23:00:00;122.000;122.016;121.923;121.929;1797;0;1
2018.03.01;0:00:00;121.924;121.994;121.900;121.924;2961;0;1
2018.03.01;1:00:00;121.924;121.960;121.902;121.916;1376;0;1
2018.03.01;2:00:00;121.916;121.938;121.836;121.891;4296;0;1
2018.03.01;3:00:00;121.892;121.926;121.841;121.915;3616;0;1
2018.03.01;4:00:00;121.915;121.942;121.861;121.898;2893;0;1
2018.03.01;5:00:00;121.897;121.984;121.889;121.957;2009;0;1
2018.03.01;6:00:00;121.956;121.961;121.898;121.937;1871;0;1
2018.03.01;7:00:00;121.936;121.971;121.906;121.925;2190;0;1
2018.03.01;8:00:00;121.925;122.061;121.877;122.054;4055;0;1
2018.03.01;9:00:00;122.054;122.130;121.997;122.004;7727;0;1
2018.03.01;10:00:00;122.007;122.058;121.910;121.971;8922;0;1
2018.03.01;11:00:00;121.972;121.974;121.800;121.816;7560;0;1
2018.03.01;12:00:00;121.815;121.960;121.799;121.878;6942;0;1
2018.03.01;13:00:00;121.878;121.904;121.800;121.849;5274;0;1
2018.03.01;14:00:00;121.848;121.887;121.645;121.687;7971;0;1
2018.03.01;15:00:00;121.692;121.880;121.626;121.873;8276;0;1
2018.03.01;16:00:00;121.872;121.916;121.648;121.715;10776;0;1
2018.03.01;17:00:00;121.711;122.055;121.546;121.764;21205;0;1
2018.03.01;18:00:00;121.765;122.221;121.716;122.154;13380;0;1
2018.03.01;19:00:00;122.153;122.201;122.049;122.120;8292;0;1
2018.03.01;20:00:00;122.121;122.172;121.866;121.970;9473;0;1
2018.03.01;21:00:00;121.970;122.584;121.960;122.552;16034;0;1
2018.03.01;22:00:00;122.552;122.733;122.523;122.626;12830;0;1
2018.03.01;23:00:00;122.647;122.701;122.601;122.651;2729;0;1
2018.03.02;0:00:00;122.651;122.746;122.608;122.744;2562;0;1
2018.03.02;1:00:00;122.744;122.744;122.660;122.711;1824;0;1
2018.03.02;2:00:00;122.710;122.752;122.618;122.733;4089;0;1
2018.03.02;3:00:00;122.732;122.805;122.671;122.743;4708;0;1
2018.03.02;4:00:00;122.744;122.766;122.697;122.730;3847;0;1
2018.03.02;5:00:00;122.731;122.814;122.720;122.801;2201;0;1
2018.03.02;6:00:00;122.802;122.877;122.780;122.781;2478;0;1
2018.03.02;7:00:00;122.780;122.855;122.744;122.791;2808;0;1
2018.03.02;8:00:00;122.791;122.794;122.620;122.629;5035;0;1
2018.03.02;9:00:00;122.628;122.671;122.514;122.632;8615;0;1
2018.03.02;10:00:00;122.632;122.786;122.544;122.742;8964;0;1
2018.03.02;11:00:00;122.742;122.819;122.623;122.759;7839;0;1
2018.03.02;12:00:00;122.759;122.981;122.745;122.903;8582;0;1
2018.03.02;13:00:00;122.903;123.225;122.887;123.039;11967;0;1
2018.03.02;14:00:00;123.041;123.229;123.037;123.082;8903;0;1
2018.03.02;15:00:00;123.082;123.201;122.941;123.090;10432;0;1
2018.03.02;16:00:00;123.090;123.156;122.971;123.135;12262;0;1
2018.03.02;17:00:00;123.135;123.326;123.084;123.093;13592;0;1
2018.03.02;18:00:00;123.094;123.234;123.042;123.145;9395;0;1
2018.03.02;19:00:00;123.146;123.202;123.043;123.122;6156;0;1
2018.03.02;20:00:00;123.123;123.237;123.121;123.216;5370;0;1
2018.03.02;21:00:00;123.216;123.310;123.203;123.307;4483;0;1
2018.03.02;22:00:00;123.310;123.359;123.237;123.309;4975;0;1
2018.03.02;23:00:00;123.306;123.306;123.176;123.184;2381;0;1
2018.03.05;0:00:00;123.324;123.645;123.250;123.460;5975;0;1
2018.03.05;1:00:00;123.462;123.469;122.994;123.177;9166;0;1
2018.03.05;2:00:00;123.177;123.380;123.162;123.324;5718;0;1
2018.03.05;3:00:00;123.324;123.370;123.284;123.298;3679;0;1
2018.03.05;4:00:00;123.299;123.305;123.198;123.218;3515;0;1
2018.03.05;5:00:00;123.218;123.281;123.162;123.268;2689;0;1
2018.03.05;6:00:00;123.269;123.275;123.193;123.215;2465;0;1
2018.03.05;7:00:00;123.214;123.258;123.125;123.189;2730;0;1
2018.03.05;8:00:00;123.189;123.209;122.869;122.912;6680;0;1
2018.03.05;9:00:00;122.911;122.974;122.688;122.845;12877;0;1
2018.03.05;10:00:00;122.844;123.332;122.825;123.241;12599;0;1
2018.03.05;11:00:00;123.242;123.345;123.116;123.221;8613;0;1
2018.03.05;12:00:00;123.222;123.316;123.064;123.136;8183;0;1
2018.03.05;13:00:00;123.135;123.159;122.952;123.015;7127;0;1
2018.03.05;14:00:00;123.015;123.061;122.839;122.973;7448;0;1
2018.03.05;15:00:00;122.973;123.125;122.928;123.081;6690;0;1
2018.03.05;16:00:00;123.080;123.236;123.021;123.233;9152;0;1
2018.03.05;17:00:00;123.231;123.296;123.100;123.272;12205;0;1
2018.03.05;18:00:00;123.273;123.488;123.203;123.291;10257;0;1
2018.03.05;19:00:00;123.293;123.404;123.228;123.342;6573;0;1
2018.03.05;20:00:00;123.340;123.354;123.217;123.250;5119;0;1
2018.03.05;21:00:00;123.250;123.342;123.224;123.254;4537;0;1
2018.03.05;22:00:00;123.253;123.387;123.224;123.382;4480;0;1
2018.03.05;23:00:00;123.347;123.378;123.336;123.353;1386;0;1
2018.03.06;0:00:00;123.353;123.384;123.320;123.342;1313;0;1
2018.03.06;1:00:00;123.341;123.395;123.338;123.367;1265;0;1
2018.03.06;2:00:00;123.367;123.561;123.350;123.499;4840;0;1
2018.03.06;3:00:00;123.499;123.630;123.488;123.557;5755;0;1
2018.03.06;4:00:00;123.559;123.596;123.480;123.507;2796;0;1
2018.03.06;5:00:00;123.509;123.551;123.466;123.495;2459;0;1
2018.03.06;6:00:00;123.496;123.512;123.466;123.471;2022;0;1
2018.03.06;7:00:00;123.472;123.517;123.430;123.491;2433;0;1
2018.03.06;8:00:00;123.490;123.555;123.344;123.386;4760;0;1
2018.03.06;9:00:00;123.386;123.503;123.280;123.332;8271;0;1
2018.03.06;10:00:00;123.334;123.459;123.299;123.387;8990;0;1
2018.03.06;11:00:00;123.388;123.453;123.320;123.441;7360;0;1
2018.03.06;12:00:00;123.441;123.518;123.345;123.463;6216;0;1
2018.03.06;13:00:00;123.464;124.000;123.431;123.972;14882;0;1
2018.03.06;14:00:00;123.970;124.143;123.901;124.089;11240;0;1
2018.03.06;15:00:00;124.089;124.119;123.955;124.071;8848;0;1
2018.03.06;16:00:00;124.072;124.105;123.865;123.955;11706;0;1
2018.03.06;17:00:00;123.955;124.082;123.941;123.977;12539;0;1
2018.03.06;18:00:00;123.978;124.201;123.971;124.157;10061;0;1
2018.03.06;19:00:00;124.157;124.172;123.886;123.932;6276;0;1
2018.03.06;20:00:00;123.933;124.092;123.921;124.059;5605;0;1
2018.03.06;21:00:00;124.059;124.115;124.004;124.055;3697;0;1
2018.03.06;22:00:00;124.055;124.075;123.993;124.028;3612;0;1
2018.03.06;23:00:00;124.035;124.088;124.026;124.033;1639;0;1
2018.03.07;0:00:00;124.033;124.235;124.033;124.204;5369;0;1
2018.03.07;1:00:00;124.207;124.289;124.126;124.157;5215;0;1
2018.03.07;2:00:00;124.157;124.267;124.128;124.174;7404;0;1
2018.03.07;3:00:00;124.175;124.207;124.103;124.139;5953;0;1
2018.03.07;4:00:00;124.140;124.182;124.106;124.168;4008;0;1
2018.03.07;5:00:00;124.168;124.214;124.110;124.188;4140;0;1
2018.03.07;6:00:00;124.187;124.212;124.147;124.152;2393;0;1
2018.03.07;7:00:00;124.152;124.227;124.152;124.186;2885;0;1
2018.03.07;8:00:00;124.186;124.336;124.179;124.257;6707;0;1
2018.03.07;9:00:00;124.257;124.276;124.072;124.090;8754;0;1
2018.03.07;10:00:00;124.090;124.182;124.039;124.100;8566;0;1
2018.03.07;11:00:00;124.100;124.273;124.055;124.233;7691;0;1
2018.03.07;12:00:00;124.231;124.448;124.212;124.347;7822;0;1
2018.03.07;13:00:00;124.347;124.366;124.075;124.075;5476;0;1
2018.03.07;14:00:00;124.075;124.181;123.980;124.176;6699;0;1
2018.03.07;15:00:00;124.181;124.243;124.028;124.147;11195;0;1
2018.03.07;16:00:00;124.148;124.225;124.061;124.098;9302;0;1
2018.03.07;17:00:00;124.099;124.161;123.878;124.030;13920;0;1
2018.03.07;18:00:00;124.028;124.046;123.848;123.964;9931;0;1
2018.03.07;19:00:00;123.964;124.063;123.906;124.005;6936;0;1
2018.03.07;20:00:00;124.005;124.140;123.966;124.082;3479;0;1
2018.03.07;21:00:00;124.082;124.127;124.019;124.046;2858;0;1
2018.03.07;22:00:00;124.046;124.133;124.020;124.127;2733;0;1
2018.03.07;23:00:00;124.122;124.156;124.101;124.107;1346;0;1
2018.03.08;0:00:00;124.107;124.121;124.091;124.103;1710;0;1
2018.03.08;1:00:00;124.103;124.154;124.093;124.123;925;0;1
2018.03.08;2:00:00;124.122;124.152;124.067;124.076;3957;0;1
2018.03.08;3:00:00;124.077;124.093;123.963;124.005;3866;0;1
2018.03.08;4:00:00;124.005;124.061;123.993;124.018;3335;0;1
2018.03.08;5:00:00;124.018;124.073;123.960;124.068;3006;0;1
2018.03.08;6:00:00;124.068;124.089;124.036;124.061;2222;0;1
2018.03.08;7:00:00;124.062;124.098;124.034;124.040;2801;0;1
2018.03.08;8:00:00;124.039;124.092;123.938;123.965;3562;0;1
2018.03.08;9:00:00;123.965;124.129;123.939;124.117;8287;0;1
2018.03.08;10:00:00;124.116;124.147;123.906;123.929;9795;0;1
2018.03.08;11:00:00;123.928;123.941;123.780;123.827;8304;0;1
2018.03.08;12:00:00;123.827;123.897;123.775;123.788;6136;0;1
2018.03.08;13:00:00;123.787;123.791;123.687;123.783;6337;0;1
2018.03.08;14:00:00;123.784;124.312;123.731;124.100;13644;0;1
2018.03.08;15:00:00;124.097;124.462;123.839;124.026;27622;0;1
2018.03.08;16:00:00;124.027;124.048;123.498;123.507;18804;0;1
2018.03.08;17:00:00;123.507;123.554;123.244;123.279;13764;0;1
2018.03.08;18:00:00;123.280;123.367;123.043;123.133;10531;0;1
2018.03.08;19:00:00;123.134;123.224;123.113;123.186;5094;0;1
2018.03.08;20:00:00;123.186;123.197;123.065;123.141;4364;0;1
